,policy_tenure,area_cluster,length,steering_type,turning_radius,width,height,torque,is_claim
23277,91,4,4300,0,5.2,1790,1635,0,0
23278,8,13,3995,1,4.9,1695,1501,4,0
23279,93,11,3995,1,4.9,1695,1501,4,0
23280,62,4,3995,1,4.9,1695,1501,4,0
23281,53,14,3445,0,4.6,1515,1475,1,0
23282,25,6,3995,1,4.9,1695,1501,4,0
23283,97,20,3655,0,4.7,1620,1675,2,1
23284,56,4,4300,0,5.2,1790,1635,0,0
23285,96,4,3990,1,4.85,1745,1500,3,0
23286,34,2,4300,0,5.2,1790,1635,0,0
23287,7,11,3845,1,4.8,1735,1530,3,0
23288,97,2,4300,0,5.2,1790,1635,0,0
23289,70,4,4300,0,5.2,1790,1635,0,0
23290,85,4,4300,0,5.2,1790,1635,0,0
23291,5,3,3445,0,4.6,1515,1475,1,0
23292,28,4,4300,0,5.2,1790,1635,0,0
23293,92,4,3995,1,4.9,1695,1501,4,0
23294,20,4,4300,0,5.2,1790,1635,0,0
23295,15,1,3845,1,4.8,1735,1530,3,0
23296,23,10,3845,1,4.8,1735,1530,3,0
23297,24,12,3995,1,4.9,1695,1501,4,0
23298,93,4,4300,0,5.2,1790,1635,0,0
23299,97,4,3845,1,4.8,1735,1530,3,0
23300,90,7,3445,0,4.6,1515,1475,1,0
23301,87,1,3445,0,4.6,1515,1475,1,0
23302,102,10,3990,1,4.85,1745,1500,3,0
23303,104,3,3993,0,5.1,1811,1606,7,0
23304,50,4,3845,1,4.8,1735,1530,3,0
23305,2,6,4300,0,5.2,1790,1635,0,0
23306,62,11,3995,1,4.8,1735,1515,3,0
23307,91,6,3995,1,4.9,1695,1501,4,0
23308,49,6,3445,0,4.6,1515,1475,1,0
23309,94,12,3845,1,4.8,1735,1530,3,0
23310,86,12,3995,1,4.9,1695,1501,4,0
23311,56,4,4300,0,5.2,1790,1635,0,0
23312,25,0,3655,0,4.7,1620,1675,2,0
23313,98,4,3845,1,4.8,1735,1530,3,0
23314,48,7,3845,1,4.8,1735,1530,3,0
23315,72,4,4300,0,5.2,1790,1635,0,0
23316,49,3,3845,1,4.8,1735,1530,3,0
23317,84,7,3655,0,4.7,1620,1675,2,0
23318,49,6,3995,1,4.8,1735,1515,3,0
23319,4,2,3845,1,4.8,1735,1530,3,0
23320,6,4,3990,1,5.0,1755,1523,4,0
23321,13,5,3445,0,4.6,1515,1475,1,1
23322,82,5,3445,0,4.6,1515,1475,1,0
23323,10,18,3445,0,4.6,1515,1475,1,0
23324,3,4,3445,0,4.6,1515,1475,1,0
23325,35,2,3990,1,4.85,1745,1500,3,0
23326,47,2,3990,1,4.85,1745,1500,3,0
23327,52,13,3445,0,4.6,1515,1475,1,0
23328,5,6,4300,0,5.2,1790,1635,0,0
23329,10,3,3445,0,4.6,1515,1475,1,0
23330,83,1,3445,0,4.6,1515,1475,1,0
23331,102,6,4300,0,5.2,1790,1635,0,0
23332,27,2,3445,0,4.6,1515,1475,1,0
23333,20,6,3445,0,4.6,1515,1475,1,0
23334,94,6,4300,0,5.2,1790,1635,0,1
23335,2,12,3445,0,4.6,1515,1475,1,0
23336,8,0,3990,1,4.85,1745,1500,3,0
23337,13,2,3445,0,4.6,1515,1475,1,0
23338,42,12,3845,1,4.8,1735,1530,3,0
23339,85,4,4300,0,5.2,1790,1635,0,0
23340,43,4,3845,1,4.8,1735,1530,3,0
23341,32,10,4300,0,5.2,1790,1635,0,0
23342,24,7,3445,0,4.6,1515,1475,1,0
23343,104,4,3845,1,4.8,1735,1530,3,1
23344,79,11,3845,1,4.8,1735,1530,3,0
23345,76,4,3990,1,4.85,1745,1500,3,0
23346,94,13,3655,0,4.7,1620,1675,2,0
23347,24,10,3731,1,5.0,1579,1490,5,0
23348,7,19,4300,0,5.2,1790,1635,0,0
23349,68,10,3995,1,4.9,1695,1501,4,0
23350,6,4,3845,1,4.8,1735,1530,3,0
23351,8,2,3990,1,4.85,1745,1500,3,0
23352,14,11,3445,0,4.6,1515,1475,1,0
23353,100,1,3445,0,4.6,1515,1475,1,0
23354,88,4,3995,1,4.8,1735,1515,3,0
23355,7,12,4300,0,5.2,1790,1635,0,0
23356,91,8,3655,0,4.7,1620,1675,2,0
23357,72,6,3845,1,4.8,1735,1530,3,0
23358,7,10,3990,1,5.0,1755,1523,4,0
23359,26,0,3445,0,4.6,1515,1475,1,0
23360,97,4,3845,1,4.8,1735,1530,3,0
23361,51,1,4300,0,5.2,1790,1635,0,0
23362,45,5,3445,0,4.6,1515,1475,1,0
23363,18,7,3445,0,4.6,1515,1475,1,0
23364,94,1,3655,0,4.7,1620,1675,2,0
23365,73,1,3445,0,4.6,1515,1475,1,0
23366,8,10,4300,0,5.2,1790,1635,0,0
23367,87,4,3845,1,4.8,1735,1530,3,1
23368,30,1,3445,0,4.6,1515,1475,1,0
23369,7,4,3845,1,4.8,1735,1530,3,0
23370,87,21,3445,0,4.6,1515,1475,1,0
23371,23,0,3445,0,4.6,1515,1475,1,0
23372,60,10,3655,0,4.7,1620,1675,2,0
23373,60,6,4300,0,5.2,1790,1635,0,0
23374,59,12,3445,0,4.6,1515,1475,1,0
23375,44,1,3445,0,4.6,1515,1475,1,0
23376,8,6,3845,1,4.8,1735,1530,3,0
23377,59,6,4300,0,5.2,1790,1635,0,0
23378,51,0,4300,0,5.2,1790,1635,0,0
23379,61,2,3445,0,4.6,1515,1475,1,1
23380,58,2,3445,0,4.6,1515,1475,1,1
23381,28,4,4300,0,5.2,1790,1635,0,0
23382,22,11,3845,1,4.8,1735,1530,3,0
23383,6,13,4300,0,5.2,1790,1635,0,0
23384,72,4,3990,1,4.85,1745,1500,3,0
23385,14,14,3445,0,4.6,1515,1475,1,0
23386,88,11,4300,0,5.2,1790,1635,0,0
23387,2,13,3445,0,4.6,1515,1475,1,0
23388,103,6,3845,1,4.8,1735,1530,3,0
23389,15,4,4300,0,5.2,1790,1635,0,0
23390,31,4,3990,1,4.85,1745,1500,3,0
23391,47,1,3445,0,4.6,1515,1475,1,0
23392,54,15,3845,1,4.8,1735,1530,3,0
23393,61,11,3445,0,4.6,1515,1475,1,0
23394,63,1,3655,0,4.7,1620,1675,2,0
23395,74,7,4300,0,5.2,1790,1635,0,0
23396,100,13,4300,0,5.2,1790,1635,0,0
23397,30,4,4300,0,5.2,1790,1635,0,0
23398,93,0,3845,1,4.8,1735,1530,3,0
23399,43,4,4300,0,5.2,1790,1635,0,0
23400,94,0,3990,1,4.85,1745,1500,3,1
23401,41,4,3995,1,4.9,1695,1501,4,0
23402,97,2,3845,1,4.8,1735,1530,3,0
23403,93,4,3995,1,4.8,1735,1515,3,0
23404,16,2,3995,1,4.9,1695,1501,4,0
23405,7,3,3845,1,4.8,1735,1530,3,0
23406,6,12,3845,1,4.8,1735,1530,3,0
23407,8,4,4300,0,5.2,1790,1635,0,0
23408,6,2,3990,1,4.85,1745,1500,3,0
23409,19,1,4300,0,5.2,1790,1635,0,0
23410,95,4,3845,1,4.8,1735,1530,3,0
23411,30,1,3445,0,4.6,1515,1475,1,0
23412,90,6,3445,0,4.6,1515,1475,1,0
23413,81,3,3445,0,4.6,1515,1475,1,1
23414,88,7,4300,0,5.2,1790,1635,0,0
23415,7,6,4300,0,5.2,1790,1635,0,0
23416,88,4,4300,0,5.2,1790,1635,0,1
23417,85,1,3445,0,4.6,1515,1475,1,0
23418,39,4,3845,1,4.8,1735,1530,3,0
23419,98,4,4300,0,5.2,1790,1635,0,0
23420,55,0,3445,0,4.6,1515,1475,1,0
23421,6,13,3845,1,4.8,1735,1530,3,0
23422,95,4,4300,0,5.2,1790,1635,0,0
23423,91,5,3445,0,4.6,1515,1475,1,0
23424,16,10,4300,0,5.2,1790,1635,0,0
23425,49,19,3845,1,4.8,1735,1530,3,0
23426,12,6,3445,0,4.6,1515,1475,1,0
23427,73,1,3445,0,4.6,1515,1475,1,0
23428,42,6,4300,0,5.2,1790,1635,0,0
23429,99,12,4300,0,5.2,1790,1635,0,0
23430,89,20,3445,0,4.6,1515,1475,1,0
23431,87,1,3675,2,4.5,1475,1825,6,0
23432,4,1,4300,0,5.2,1790,1635,0,0
23433,103,4,3845,1,4.8,1735,1530,3,0
23434,89,1,3731,1,5.0,1579,1490,5,0
23435,21,10,4300,0,5.2,1790,1635,0,0
23436,22,12,4300,0,5.2,1790,1635,0,0
23437,39,13,3445,0,4.6,1515,1475,1,0
23438,2,3,3445,0,4.6,1515,1475,1,0
23439,33,0,3845,1,4.8,1735,1530,3,0
23440,92,10,4300,0,5.2,1790,1635,0,0
23441,84,4,3845,1,4.8,1735,1530,3,0
23442,97,4,4300,0,5.2,1790,1635,0,0
23443,27,1,3845,1,4.8,1735,1530,3,0
23444,4,2,4300,0,5.2,1790,1635,0,0
23445,22,11,3731,1,5.0,1579,1490,5,0
23446,41,1,3445,0,4.6,1515,1475,1,0
23447,34,18,3445,0,4.6,1515,1475,1,0
23448,86,11,3655,0,4.7,1620,1675,2,0
23449,46,10,3655,0,4.7,1620,1675,2,0
23450,95,4,3990,1,4.85,1745,1500,3,0
23451,7,19,4300,0,5.2,1790,1635,0,0
23452,89,6,4300,0,5.2,1790,1635,0,0
23453,9,11,3445,0,4.6,1515,1475,1,0
23454,28,4,3845,1,4.8,1735,1530,3,0
23455,20,3,3995,1,4.8,1735,1515,3,0
23456,34,8,3990,1,4.85,1745,1500,3,0
23457,62,10,4300,0,5.2,1790,1635,0,0
23458,43,2,4300,0,5.2,1790,1635,0,0
23459,87,4,3845,1,4.8,1735,1530,3,1
23460,53,6,3445,0,4.6,1515,1475,1,0
23461,7,18,3990,1,4.85,1745,1500,3,0
23462,94,11,3845,1,4.8,1735,1530,3,0
23463,53,6,4300,0,5.2,1790,1635,0,1
23464,94,4,4300,0,5.2,1790,1635,0,0
23465,98,2,3995,1,4.8,1735,1515,3,0
23466,104,4,3845,1,4.8,1735,1530,3,0
23467,8,4,4300,0,5.2,1790,1635,0,0
23468,88,0,3845,1,4.8,1735,1530,3,0
23469,100,3,3655,0,4.7,1620,1675,2,0
23470,89,11,4300,0,5.2,1790,1635,0,0
23471,17,19,3990,1,5.0,1755,1523,4,0
23472,44,5,3445,0,4.6,1515,1475,1,0
23473,22,4,3990,1,5.0,1755,1523,4,0
23474,60,6,3445,0,4.6,1515,1475,1,0
23475,5,4,4300,0,5.2,1790,1635,0,0
23476,102,8,3845,1,4.8,1735,1530,3,0
23477,0,4,3990,1,5.0,1755,1523,4,1
23478,31,1,3445,0,4.6,1515,1475,1,0
23479,39,0,3445,0,4.6,1515,1475,1,0
23480,7,12,3995,1,4.9,1695,1501,4,0
23481,103,11,3655,0,4.7,1620,1675,2,0
23482,90,4,4300,0,5.2,1790,1635,0,0
23483,7,2,3675,2,4.5,1475,1825,6,0
23484,97,6,3995,1,4.8,1735,1515,3,0
23485,44,2,3845,1,4.8,1735,1530,3,0
23486,51,3,3990,1,5.0,1755,1523,4,0
23487,92,7,4300,0,5.2,1790,1635,0,0
23488,50,12,3675,2,4.5,1475,1825,6,0
23489,8,1,4300,0,5.2,1790,1635,0,0
23490,1,18,3445,0,4.6,1515,1475,1,0
23491,102,11,3990,1,4.85,1745,1500,3,0
23492,93,4,3990,1,4.85,1745,1500,3,0
23493,89,4,4300,0,5.2,1790,1635,0,0
23494,45,18,3445,0,4.6,1515,1475,1,0
23495,96,5,4300,0,5.2,1790,1635,0,0
23496,36,6,3655,0,4.7,1620,1675,2,0
23497,74,2,3445,0,4.6,1515,1475,1,0
23498,97,4,4300,0,5.2,1790,1635,0,0
23499,96,4,3845,1,4.8,1735,1530,3,0
23500,19,3,3445,0,4.6,1515,1475,1,0
23501,2,2,3445,0,4.6,1515,1475,1,0
23502,97,8,4300,0,5.2,1790,1635,0,0
23503,40,5,3445,0,4.6,1515,1475,1,0
23504,56,4,3445,0,4.6,1515,1475,1,1
23505,82,7,3845,1,4.8,1735,1530,3,0
23506,87,11,3845,1,4.8,1735,1530,3,0
23507,67,4,3655,0,4.7,1620,1675,2,0
23508,96,10,4300,0,5.2,1790,1635,0,0
23509,49,10,3445,0,4.6,1515,1475,1,0
23510,104,4,3845,1,4.8,1735,1530,3,1
23511,34,4,3445,0,4.6,1515,1475,1,0
23512,83,1,3445,0,4.6,1515,1475,1,0
23513,103,11,3845,1,4.8,1735,1530,3,0
23514,50,15,3655,0,4.7,1620,1675,2,0
23515,46,19,3445,0,4.6,1515,1475,1,0
23516,5,6,3993,0,5.1,1811,1606,7,0
23517,20,11,3655,0,4.7,1620,1675,2,0
23518,104,7,4300,0,5.2,1790,1635,0,0
23519,34,6,3995,1,4.9,1695,1501,4,0
23520,78,2,3445,0,4.6,1515,1475,1,1
23521,1,6,4300,0,5.2,1790,1635,0,0
23522,3,12,3445,0,4.6,1515,1475,1,0
23523,5,5,3990,1,5.0,1755,1523,4,0
23524,37,13,3845,1,4.8,1735,1530,3,0
23525,103,1,3845,1,4.8,1735,1530,3,0
23526,7,1,3845,1,4.8,1735,1530,3,0
23527,14,4,3731,1,5.0,1579,1490,5,0
23528,26,12,3995,1,4.9,1695,1501,4,0
23529,41,11,4300,0,5.2,1790,1635,0,0
23530,40,20,4300,0,5.2,1790,1635,0,0
23531,20,2,3655,0,4.7,1620,1675,2,0
23532,7,3,3990,1,5.0,1755,1523,4,0
23533,66,4,4300,0,5.2,1790,1635,0,0
23534,8,4,3845,1,4.8,1735,1530,3,0
23535,2,1,3445,0,4.6,1515,1475,1,0
23536,36,1,3445,0,4.6,1515,1475,1,0
23537,19,11,3675,2,4.5,1475,1825,6,0
23538,40,14,3445,0,4.6,1515,1475,1,0
23539,36,7,3655,0,4.7,1620,1675,2,0
23540,13,18,3445,0,4.6,1515,1475,1,0
23541,76,3,3845,1,4.8,1735,1530,3,0
23542,103,4,3845,1,4.8,1735,1530,3,0
23543,86,2,3990,1,5.0,1755,1523,4,0
23544,90,12,3990,1,4.85,1745,1500,3,0
23545,7,2,3845,1,4.8,1735,1530,3,0
23546,38,19,3445,0,4.6,1515,1475,1,0
23547,30,1,3445,0,4.6,1515,1475,1,0
23548,96,10,3990,1,4.85,1745,1500,3,0
23549,43,4,3731,1,5.0,1579,1490,5,0
23550,35,10,3445,0,4.6,1515,1475,1,0
23551,18,6,3845,1,4.8,1735,1530,3,0
23552,0,19,3675,2,4.5,1475,1825,6,0
23553,11,1,3655,0,4.7,1620,1675,2,0
23554,7,2,3445,0,4.6,1515,1475,1,0
23555,86,8,3845,1,4.8,1735,1530,3,0
23556,12,4,3845,1,4.8,1735,1530,3,0
23557,24,4,3845,1,4.8,1735,1530,3,0
23558,8,0,3845,1,4.8,1735,1530,3,0
23559,94,6,3995,1,4.9,1695,1501,4,0
23560,50,2,3845,1,4.8,1735,1530,3,0
23561,92,6,3845,1,4.8,1735,1530,3,0
23562,1,1,3445,0,4.6,1515,1475,1,0
23563,78,6,3445,0,4.6,1515,1475,1,0
23564,43,3,3845,1,4.8,1735,1530,3,0
23565,74,11,3675,2,4.5,1475,1825,6,0
23566,90,4,4300,0,5.2,1790,1635,0,0
23567,3,4,4300,0,5.2,1790,1635,0,0
23568,45,0,3995,1,4.9,1695,1501,4,0
23569,65,4,3731,1,5.0,1579,1490,5,0
23570,98,18,3845,1,4.8,1735,1530,3,0
23571,88,4,3845,1,4.8,1735,1530,3,0
23572,91,12,3845,1,4.8,1735,1530,3,0
23573,15,10,4300,0,5.2,1790,1635,0,0
23574,96,8,3990,1,4.85,1745,1500,3,0
23575,46,6,3655,0,4.7,1620,1675,2,0
23576,17,0,3445,0,4.6,1515,1475,1,0
23577,92,4,3995,1,4.9,1695,1501,4,0
23578,45,2,3445,0,4.6,1515,1475,1,0
23579,44,11,3731,1,5.0,1579,1490,5,0
23580,83,6,3655,0,4.7,1620,1675,2,0
23581,5,0,3445,0,4.6,1515,1475,1,0
23582,63,4,3731,1,5.0,1579,1490,5,0
23583,35,4,3731,1,5.0,1579,1490,5,0
23584,32,4,4300,0,5.2,1790,1635,0,0
23585,46,1,3731,1,5.0,1579,1490,5,0
23586,4,5,3445,0,4.6,1515,1475,1,0
23587,19,6,3845,1,4.8,1735,1530,3,0
23588,84,1,3445,0,4.6,1515,1475,1,0
23589,88,8,4300,0,5.2,1790,1635,0,0
23590,9,1,3845,1,4.8,1735,1530,3,0
23591,101,2,4300,0,5.2,1790,1635,0,0
23592,101,18,3845,1,4.8,1735,1530,3,0
23593,89,4,3845,1,4.8,1735,1530,3,0
23594,56,3,3445,0,4.6,1515,1475,1,0
23595,98,4,3845,1,4.8,1735,1530,3,0
23596,49,2,3845,1,4.8,1735,1530,3,0
23597,28,6,3445,0,4.6,1515,1475,1,0
23598,84,6,4300,0,5.2,1790,1635,0,0
23599,67,1,4300,0,5.2,1790,1635,0,1
23600,98,6,4300,0,5.2,1790,1635,0,0
23601,89,15,3731,1,5.0,1579,1490,5,0
23602,89,6,4300,0,5.2,1790,1635,0,0
23603,96,4,3845,1,4.8,1735,1530,3,0
23604,93,13,3731,1,5.0,1579,1490,5,0
23605,19,4,4300,0,5.2,1790,1635,0,0
23606,42,2,4300,0,5.2,1790,1635,0,0
23607,87,1,3990,1,5.0,1755,1523,4,1
23608,5,13,4300,0,5.2,1790,1635,0,0
23609,90,4,4300,0,5.2,1790,1635,0,0
23610,7,19,4300,0,5.2,1790,1635,0,0
23611,99,11,4300,0,5.2,1790,1635,0,0
23612,88,6,3655,0,4.7,1620,1675,2,0
23613,84,4,4300,0,5.2,1790,1635,0,0
23614,71,1,4300,0,5.2,1790,1635,0,0
23615,21,0,3445,0,4.6,1515,1475,1,0
23616,96,10,3845,1,4.8,1735,1530,3,0
23617,10,13,3995,1,4.9,1695,1501,4,0
23618,22,10,3993,0,5.1,1811,1606,7,0
23619,12,13,4300,0,5.2,1790,1635,0,0
23620,17,9,3445,0,4.6,1515,1475,1,0
23621,6,13,3445,0,4.6,1515,1475,1,0
23622,88,10,4300,0,5.2,1790,1635,0,0
23623,3,4,4300,0,5.2,1790,1635,0,0
23624,27,2,3445,0,4.6,1515,1475,1,1
23625,90,4,3990,1,4.85,1745,1500,3,0
23626,75,2,3445,0,4.6,1515,1475,1,0
23627,70,4,3995,1,4.9,1695,1501,4,0
23628,102,4,4300,0,5.2,1790,1635,0,0
23629,2,18,3990,1,4.85,1745,1500,3,0
23630,65,8,3445,0,4.6,1515,1475,1,0
23631,0,6,3445,0,4.6,1515,1475,1,0
23632,54,6,3445,0,4.6,1515,1475,1,0
23633,44,20,3845,1,4.8,1735,1530,3,0
23634,35,15,3445,0,4.6,1515,1475,1,0
23635,9,4,3845,1,4.8,1735,1530,3,0
23636,8,10,3845,1,4.8,1735,1530,3,0
23637,89,4,3845,1,4.8,1735,1530,3,0
23638,21,19,3990,1,4.85,1745,1500,3,0
23639,23,6,3655,0,4.7,1620,1675,2,0
23640,94,1,3445,0,4.6,1515,1475,1,1
23641,6,13,4300,0,5.2,1790,1635,0,0
23642,5,8,3445,0,4.6,1515,1475,1,0
23643,49,6,4300,0,5.2,1790,1635,0,0
23644,90,4,3845,1,4.8,1735,1530,3,0
23645,24,9,3445,0,4.6,1515,1475,1,0
23646,57,18,3995,1,4.9,1695,1501,4,0
23647,90,0,3990,1,5.0,1755,1523,4,0
23648,49,6,4300,0,5.2,1790,1635,0,0
23649,100,4,3655,0,4.7,1620,1675,2,1
23650,15,4,3845,1,4.8,1735,1530,3,0
23651,31,4,3845,1,4.8,1735,1530,3,0
23652,4,4,3993,0,5.1,1811,1606,7,0
23653,7,19,3995,1,4.9,1695,1501,4,0
23654,96,4,3845,1,4.8,1735,1530,3,0
23655,13,6,3845,1,4.8,1735,1530,3,0
23656,83,6,4300,0,5.2,1790,1635,0,0
23657,40,2,3845,1,4.8,1735,1530,3,0
23658,72,2,3445,0,4.6,1515,1475,1,0
23659,42,6,3655,0,4.7,1620,1675,2,0
23660,84,4,4300,0,5.2,1790,1635,0,0
23661,71,4,3845,1,4.8,1735,1530,3,0
23662,0,2,3655,0,4.7,1620,1675,2,0
23663,49,8,3845,1,4.8,1735,1530,3,0
23664,25,4,4300,0,5.2,1790,1635,0,0
23665,41,18,3445,0,4.6,1515,1475,1,0
23666,44,1,3993,0,5.1,1811,1606,7,0
23667,98,4,3845,1,4.8,1735,1530,3,0
23668,98,4,3731,1,5.0,1579,1490,5,0
23669,41,4,3845,1,4.8,1735,1530,3,0
23670,47,18,4300,0,5.2,1790,1635,0,0
23671,73,16,3655,0,4.7,1620,1675,2,0
23672,84,1,3990,1,4.85,1745,1500,3,0
23673,0,11,3445,0,4.6,1515,1475,1,0
23674,70,6,3845,1,4.8,1735,1530,3,0
23675,40,0,4300,0,5.2,1790,1635,0,0
23676,88,2,3731,1,5.0,1579,1490,5,0
23677,91,4,4300,0,5.2,1790,1635,0,0
23678,104,7,4300,0,5.2,1790,1635,0,1
23679,2,2,4300,0,5.2,1790,1635,0,0
23680,87,6,3731,1,5.0,1579,1490,5,0
23681,56,7,4300,0,5.2,1790,1635,0,0
23682,67,4,3731,1,5.0,1579,1490,5,0
23683,7,3,3995,1,4.9,1695,1501,4,0
23684,99,4,4300,0,5.2,1790,1635,0,0
23685,41,11,4300,0,5.2,1790,1635,0,0
23686,38,2,3990,1,4.85,1745,1500,3,0
23687,95,4,3655,0,4.7,1620,1675,2,0
23688,35,2,3675,2,4.5,1475,1825,6,0
23689,7,5,3655,0,4.7,1620,1675,2,0
23690,63,6,4300,0,5.2,1790,1635,0,0
23691,72,11,4300,0,5.2,1790,1635,0,1
23692,103,10,3655,0,4.7,1620,1675,2,1
23693,7,3,4300,0,5.2,1790,1635,0,0
23694,19,3,3445,0,4.6,1515,1475,1,0
23695,72,4,3995,1,4.9,1695,1501,4,0
23696,82,13,3845,1,4.8,1735,1530,3,0
23697,52,4,4300,0,5.2,1790,1635,0,0
23698,71,19,3445,0,4.6,1515,1475,1,0
23699,68,2,3655,0,4.7,1620,1675,2,1
23700,92,7,3655,0,4.7,1620,1675,2,0
23701,96,4,3995,1,4.8,1735,1515,3,0
23702,50,13,3445,0,4.6,1515,1475,1,0
23703,57,4,3445,0,4.6,1515,1475,1,0
23704,31,4,3845,1,4.8,1735,1530,3,0
23705,85,4,4300,0,5.2,1790,1635,0,0
23706,63,3,3845,1,4.8,1735,1530,3,0
23707,94,4,4300,0,5.2,1790,1635,0,0
23708,91,6,4300,0,5.2,1790,1635,0,0
23709,25,1,3445,0,4.6,1515,1475,1,0
23710,23,0,3845,1,4.8,1735,1530,3,0
23711,27,4,3655,0,4.7,1620,1675,2,0
23712,98,1,4300,0,5.2,1790,1635,0,0
23713,104,4,3845,1,4.8,1735,1530,3,0
23714,67,11,3845,1,4.8,1735,1530,3,0
23715,96,4,3731,1,5.0,1579,1490,5,0
23716,97,11,3845,1,4.8,1735,1530,3,0
23717,34,1,3445,0,4.6,1515,1475,1,0
23718,42,6,3445,0,4.6,1515,1475,1,0
23719,99,4,4300,0,5.2,1790,1635,0,0
23720,8,1,3445,0,4.6,1515,1475,1,1
23721,85,6,3995,1,4.9,1695,1501,4,0
23722,7,5,4300,0,5.2,1790,1635,0,0
23723,91,8,4300,0,5.2,1790,1635,0,0
23724,29,13,3990,1,4.85,1745,1500,3,0
23725,45,1,3445,0,4.6,1515,1475,1,0
23726,70,1,3845,1,4.8,1735,1530,3,0
23727,85,2,3845,1,4.8,1735,1530,3,0
23728,30,8,3445,0,4.6,1515,1475,1,0
23729,15,10,3845,1,4.8,1735,1530,3,0
23730,36,3,3445,0,4.6,1515,1475,1,0
23731,5,12,3731,1,5.0,1579,1490,5,0
23732,97,4,4300,0,5.2,1790,1635,0,0
23733,52,3,3445,0,4.6,1515,1475,1,0
23734,50,13,3655,0,4.7,1620,1675,2,0
23735,12,2,3731,1,5.0,1579,1490,5,0
23736,32,10,4300,0,5.2,1790,1635,0,0
23737,90,4,3845,1,4.8,1735,1530,3,0
23738,47,2,3845,1,4.8,1735,1530,3,0
23739,32,6,3845,1,4.8,1735,1530,3,0
23740,68,3,3445,0,4.6,1515,1475,1,0
23741,34,6,3655,0,4.7,1620,1675,2,0
23742,9,2,3845,1,4.8,1735,1530,3,0
23743,104,0,3731,1,5.0,1579,1490,5,0
23744,65,1,3445,0,4.6,1515,1475,1,0
23745,89,6,3845,1,4.8,1735,1530,3,0
23746,92,4,3655,0,4.7,1620,1675,2,0
23747,87,11,4300,0,5.2,1790,1635,0,0
23748,13,1,3445,0,4.6,1515,1475,1,0
23749,92,4,4300,0,5.2,1790,1635,0,0
23750,93,19,4300,0,5.2,1790,1635,0,0
23751,78,7,3655,0,4.7,1620,1675,2,1
23752,27,2,3990,1,4.85,1745,1500,3,1
23753,84,11,3655,0,4.7,1620,1675,2,0
23754,19,12,4300,0,5.2,1790,1635,0,0
23755,94,10,3845,1,4.8,1735,1530,3,0
23756,2,9,3445,0,4.6,1515,1475,1,0
23757,46,2,3445,0,4.6,1515,1475,1,0
23758,37,4,4300,0,5.2,1790,1635,0,0
23759,104,11,3845,1,4.8,1735,1530,3,0
23760,95,8,3995,1,4.9,1695,1501,4,0
23761,8,19,3845,1,4.8,1735,1530,3,0
23762,53,2,3995,1,4.8,1735,1515,3,0
23763,7,1,3731,1,5.0,1579,1490,5,0
23764,81,6,3655,0,4.7,1620,1675,2,0
23765,45,6,3845,1,4.8,1735,1530,3,0
23766,95,10,3990,1,4.85,1745,1500,3,0
23767,13,4,3845,1,4.8,1735,1530,3,0
23768,36,6,3445,0,4.6,1515,1475,1,0
23769,25,1,3445,0,4.6,1515,1475,1,0
23770,86,11,4300,0,5.2,1790,1635,0,0
23771,40,4,4300,0,5.2,1790,1635,0,0
23772,9,1,3445,0,4.6,1515,1475,1,1
23773,14,1,3445,0,4.6,1515,1475,1,0
23774,4,15,3845,1,4.8,1735,1530,3,0
23775,40,5,4300,0,5.2,1790,1635,0,0
23776,24,6,4300,0,5.2,1790,1635,0,0
23777,85,1,3445,0,4.6,1515,1475,1,0
23778,7,2,4300,0,5.2,1790,1635,0,0
23779,102,1,3655,0,4.7,1620,1675,2,0
23780,90,10,3655,0,4.7,1620,1675,2,0
23781,85,11,3845,1,4.8,1735,1530,3,0
23782,45,6,3731,1,5.0,1579,1490,5,0
23783,29,6,4300,0,5.2,1790,1635,0,0
23784,55,6,4300,0,5.2,1790,1635,0,0
23785,103,11,3995,1,4.9,1695,1501,4,0
23786,4,3,3845,1,4.8,1735,1530,3,0
23787,49,10,3990,1,4.85,1745,1500,3,0
23788,36,13,3445,0,4.6,1515,1475,1,0
23789,103,6,4300,0,5.2,1790,1635,0,1
23790,7,2,3993,0,5.1,1811,1606,7,0
23791,97,4,4300,0,5.2,1790,1635,0,0
23792,20,3,3655,0,4.7,1620,1675,2,0
23793,12,1,4300,0,5.2,1790,1635,0,0
23794,64,2,3445,0,4.6,1515,1475,1,0
23795,89,18,3845,1,4.8,1735,1530,3,0
23796,90,4,3845,1,4.8,1735,1530,3,0
23797,102,12,3845,1,4.8,1735,1530,3,0
23798,25,6,3445,0,4.6,1515,1475,1,0
23799,64,9,3675,2,4.5,1475,1825,6,1
23800,7,2,3845,1,4.8,1735,1530,3,0
23801,42,2,3990,1,5.0,1755,1523,4,0
23802,30,2,3445,0,4.6,1515,1475,1,0
23803,57,10,4300,0,5.2,1790,1635,0,0
23804,82,7,3845,1,4.8,1735,1530,3,0
23805,30,1,4300,0,5.2,1790,1635,0,0
23806,93,12,4300,0,5.2,1790,1635,0,0
23807,22,17,3655,0,4.7,1620,1675,2,0
23808,44,3,3845,1,4.8,1735,1530,3,0
23809,22,7,3845,1,4.8,1735,1530,3,0
23810,7,4,4300,0,5.2,1790,1635,0,0
23811,9,15,3845,1,4.8,1735,1530,3,0
23812,46,3,3845,1,4.8,1735,1530,3,0
